eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,Anthropogenic
671350,ISC,ISC|ISC-Mb,1979,1,23,9,1,0.24,0.68,125.3341,9.9245,20.31,16.52,73.0,150.0,,5.06,0.317,,1486780|NEIS|4.70|mb,1486781|ISC|4.80|mb
671599,ISC-EHB,ISC-EHB|ISC-Mb,1979,1,28,22,23,37.96,,126.555,8.7,8.1,5.2,59.0,48.0,5.0,5.28,0.454,,1487313|NEIS|4.90|mb,1487313|NEIS|4.90|MSZ,1487314|ISC|5.00|mb
669184,ISC-EHB,ISC-EHB|ISC-Mb,1979,2,2,11,54,58.77,,124.242,6.62,11.1,8.0,59.0,41.0,,5.39,0.335,,1482010|NEIS|5.10|mb,1482011|ISC|5.10|mb
669199,ISC-EHB,ISC-EHB|ISC-Mb,1979,2,2,20,32,44.55,,127.322,5.467,15.8,8.2,59.0,53.0,,5.6,0.335,,1482040|NEIS|5.00|mb,1482041|ISC|5.30|mb
669365,ISC,ISC|ISC-Mb,1979,2,6,6,50,37.47,1.04,120.2962,21.1101,46.38,12.66,98.0,26.0,,4.74,0.454,,1482363|NEIS|4.40|mb,1482364|ISC|4.50|mb
669453,ISC-EHB,ISC-EHB|GCMT-Mw,1979,2,7,21,2,6.52,,127.343,5.206,4.1,2.8,51.0,117.0,1.1,6.4,,,1482542|NEIS|6.20|mb,05177512|GCMT|6.40|MW,1482545|ISC|6.20|mb
669623,ISC-EHB,ISC-EHB|ISC-Mb,1979,2,11,16,52,5.19,,125.478,1.205,18.1,7.4,43.0,79.0,,5.49,0.317,,1482913|NEIS|5.20|mb,1482914|ISC|5.20|mb
669625,ISC-EHB,ISC-EHB|GCMT-Mw,1979,2,11,17,30,12.07,,124.651,5.702,7.4,4.4,48.0,15.0,,5.9,,,05177520|GCMT|5.90|MW,1482920|NEIS|5.50|mb,1482922|ISC|5.40|mb
669634,ISC-EHB,ISC-EHB|GCMT-Mw,1979,2,11,22,22,22.95,,125.949,6.026,4.7,2.9,52.0,149.0,1.1,6.2,,,1482940|NEIS|6.10|mb,05177522|GCMT|6.20|MW,1482942|ISC|6.00|mb
669653,ISC,ISC|ISC-Mb,1979,2,12,8,47,37.3,0.76,120.9061,21.0975,31.31,7.903,86.0,36.0,,4.95,0.335,,1482986|NEIS|4.80|mb,1482987|ISC|4.70|mb
669724,ISC-EHB,ISC-EHB|ISC-Mb,1979,2,13,21,35,5.35,,119.151,15.532,6.8,4.9,56.0,11.0,1.6,5.39,0.384,,1483157|NEIS|5.10|mb,1483159|ISC|5.10|mb
669844,ISC,ISC|ISC-Mb,1979,2,16,18,52,20.63,1.16,121.2451,22.7453,8.423,4.552,136.0,8.0,6.46,4.19,0.454,,1483420|NEIS|4.10|mb,1483422|ISC|4.00|mb
669868,ISC,ISC|ISC-Mb,1979,2,17,6,53,47.76,1.03,127.1139,6.8315,28.31,16.71,51.0,50.0,,5.28,0.335,,1483479|NEIS|4.60|mb,1483480|ISC|5.00|mb
669894,ISC-EHB,ISC-EHB|GCMT-Mw,1979,2,17,23,24,10.41,,125.405,1.829,6.0,3.7,55.0,96.0,2.6,5.3,,,1483534|NEIS|5.40|mb,05177538|GCMT|5.30|MW,1483536|ISC|5.50|mb
669921,ISC-EHB,ISC-EHB|ISC-Mb,1979,2,18,15,52,14.84,,126.485,4.679,9.1,6.1,77.0,77.0,5.1,5.39,0.454,,1483596|NEIS|5.10|mb,1483598|ISC|5.10|mb
669932,ISC-EHB,ISC-EHB|GCMT-Mw,1979,2,19,0,35,42.81,,124.673,5.682,5.9,3.9,56.0,17.0,,5.5,,,05177546|GCMT|5.50|MW,1483620|NEIS|5.50|mb,1483622|ISC|5.50|mb,1483622|ISC|5.10|MS
670117,ISC,ISC|ISC-Mb,1979,2,22,15,4,48.27,1.02,121.355,22.0769,12.14,10.56,140.0,18.0,,4.52,0.724,,1484027|NEIS|4.30|mb,1484028|ISC|4.30|mb
670135,ISC,ISC|ISC-Mb,1979,2,23,3,0,11.57,1.14,121.4615,21.9205,10.16,8.623,119.0,24.0,6.65,4.84,0.384,,1484080|NEIS|4.60|mb,1484083|ISC|4.60|mb
670170,ISC-EHB,ISC-EHB|GCMT-Mw,1979,2,23,22,36,32.13,,124.541,12.851,5.4,3.4,57.0,24.0,1.1,5.8,,,1484151|NEIS|5.60|mb,1484151|NEIS|5.70|MSZ,05177560|GCMT|5.80|MW,1484154|ISC|5.80|mb,1484154|ISC|5.70|MS
670179,ISC,ISC|ISC-Mb,1979,2,24,4,37,56.72,1.0,123.3487,23.8501,12.94,11.14,28.0,19.0,,4.84,0.384,,1484169|NEIS|4.50|mb,1484171|ISC|4.60|mb
670242,ISC,ISC|ISC-Mb,1979,2,25,17,56,13.8,0.76,125.149,4.2088,23.72,10.92,51.0,70.0,,4.84,0.537,,1484319|NEIS|4.60|mb,1484320|ISC|4.60|mb
670251,ISC,ISC|ISC-Mb,1979,2,26,1,13,51.83,0.8,126.1347,9.2157,37.55,18.53,63.0,66.0,,5.39,0.317,,1484333|NEIS|5.10|mb,1484334|ISC|5.10|mb
667540,ISC,ISC|ISC-Mb,1979,3,2,12,34,38.66,1.02,121.6224,23.5702,6.795,3.161,106.0,29.0,7.77,4.74,0.317,,1478358|NEIS|4.60|mb,1478359|ISC|4.50|mb
667576,ISC,ISC|ISC-Mb,1979,3,3,6,9,22.65,0.73,121.4851,19.524,21.57,8.121,79.0,10.0,,4.74,0.384,,1478426|NEIS|4.50|mb,1478427|ISC|4.50|mb
667581,ISC,ISC|ISC-Mb,1979,3,3,10,15,9.05,0.79,121.5301,19.7816,19.96,11.14,81.0,35.0,,4.41,0.384,,1478436|NEIS|4.30|mb,1478437|ISC|4.20|mb
667770,ISC,ISC|ISC-Mb,1979,3,7,5,47,21.33,1.06,125.7686,12.081,41.32,26.64,53.0,28.0,,5.28,0.384,,1478819|NEIS|4.90|mb,1478820|ISC|5.00|mb
667839,ISC-EHB,ISC-EHB|GCMT-Mw,1979,3,8,14,49,55.77,,120.37,0.992,4.6,3.0,52.0,39.0,1.3,6.3,,,1478962|NEIS|6.00|mb,1478962|NEIS|6.00|MSZ,05177582|GCMT|6.30|MW,1478965|ISC|6.00|mb,1478965|ISC|6.10|MS
668056,ISC,ISC|ISC-Mb,1979,3,13,9,47,18.91,0.7,121.345,19.2066,16.65,6.155,86.0,46.0,,4.95,0.454,,1479436|NEIS|4.50|mb,1479437|ISC|4.70|mb
668071,EHB,EHB|ISC-Mb,1979,3,13,13,28,26.46,,121.436,22.37,10.1,6.1,104.0,19.0,8.9,4.95,0.384,,1479473|NEIS|4.60|mb,1479476|ISC|4.70|mb
668187,ISC-EHB,ISC-EHB|ISC-Mb,1979,3,15,0,47,31.9,,126.369,8.768,8.9,7.0,70.0,50.0,8.3,5.28,0.384,,1479755|NEIS|4.90|mb,1479757|ISC|5.00|mb
668200,EHB,EHB|ISC-Mb,1979,3,15,7,57,11.59,,126.236,10.159,18.9,10.3,52.0,25.0,11.7,5.17,0.454,,1479786|NEIS|4.50|mb,1479787|ISC|4.90|mb
668320,ISC-EHB,ISC-EHB|GCMT-Mw,1979,3,17,0,39,59.67,,121.446,20.103,4.8,3.5,64.0,36.0,1.2,5.6,,,1480046|NEIS|5.30|mb,1480046|NEIS|5.20|MSZ,05177616|GCMT|5.60|MW,1480047|ISC|5.30|mb,1480047|ISC|5.40|MS
668363,EHB,EHB|ISC-Mb,1979,3,17,18,59,45.78,,124.684,5.918,11.8,5.7,47.0,416.0,,4.84,0.454,,1480143|NEIS|4.50|mb,1480144|ISC|4.60|mb
668495,ISC-EHB,ISC-EHB|ISC-Mb,1979,3,19,6,32,39.06,,126.34,9.388,8.2,5.1,62.0,68.0,4.4,5.49,0.384,,1480420|NEIS|5.10|mb,1480422|ISC|5.20|mb
668561,ISC-EHB,ISC-EHB|ISC-Mb,1979,3,20,8,53,49.11,,126.465,7.547,6.2,4.2,65.0,149.0,2.8,5.6,0.384,,1480562|NEIS|5.30|mb,1480564|ISC|5.30|mb
668649,ISC-EHB,ISC-EHB|ISC-Mb,1979,3,21,16,23,7.78,,126.419,10.072,16.8,11.5,64.0,42.0,,5.17,0.454,,1480756|NEIS|4.80|mb,1480757|ISC|4.90|mb
668650,ISC-EHB,ISC-EHB|GCMT-Mw,1979,3,21,16,28,30.98,,126.192,10.07,7.4,4.7,64.0,17.0,,5.5,,,1480759|NEIS|5.40|mb,05177632|GCMT|5.50|MW,1480761|ISC|5.40|mb,1480761|ISC|5.00|MS
668663,EHB,EHB|ISC-Mb,1979,3,21,20,25,55.41,,126.264,9.942,22.3,12.2,63.0,87.0,,4.95,0.537,,1480793|NEIS|4.40|mb,1480794|ISC|4.70|mb
668712,ISC-EHB,ISC-EHB|ISC-Mb,1979,3,22,16,16,30.36,,126.616,4.274,10.1,6.4,69.0,15.0,,5.17,0.454,,1480909|NEIS|4.90|mb,1480912|ISC|4.90|mb
668897,ISC,ISC|ISC-Mb,1979,3,26,0,57,50.76,1.07,121.5715,19.7904,35.89,15.88,71.0,10.0,,4.41,0.335,,1481328|ISC|4.20|mb
668990,ISC-EHB,ISC-EHB|ISC-Mb,1979,3,28,11,25,11.25,,121.343,19.821,9.6,5.6,74.0,32.0,2.9,4.95,0.384,,1481549|NEIS|4.70|mb,1481549|NEIS|4.70|MSZ,1481551|ISC|4.70|mb
669003,ISC-EHB,ISC-EHB|ISC-Mb,1979,3,28,16,54,26.69,,126.137,5.917,8.4,4.5,65.0,115.0,11.0,5.49,0.454,,1481585|NEIS|5.10|mb,1481587|ISC|5.20|mb
669008,ISC-EHB,ISC-EHB|ISC-Ms,1979,3,28,19,56,32.52,,124.629,11.355,8.6,5.4,66.0,19.0,2.1,5.39,0.236,,1481600|NEIS|5.10|mb,1481600|NEIS|4.80|MSZ,1481601|ISC|5.10|mb,1481601|ISC|4.90|MS
669092,ISC-EHB,ISC-EHB|ISC-Mb,1979,3,30,21,59,57.07,,124.738,11.364,12.4,9.0,80.0,25.0,,5.39,0.384,,1481790|NEIS|5.00|mb,1481791|ISC|5.10|mb
669095,ISC,ISC|ISC-Mb,1979,3,30,22,52,49.1,1.04,121.5376,22.0714,11.65,6.345,121.0,10.0,,4.52,0.454,,1481797|ISC|4.30|mb
665994,ISC-EHB,ISC-EHB|ISC-Mb,1979,4,1,7,25,1.34,,125.431,5.247,6.4,3.8,59.0,66.0,6.2,5.93,0.384,,1474608|NEIS|5.70|mb,1474610|ISC|5.60|mb
665996,ISC-EHB,ISC-EHB|ISC-Mb,1979,4,1,8,13,57.11,,123.284,7.248,13.7,6.8,49.0,35.0,,5.39,0.384,,1474612|NEIS|5.00|mb,1474614|ISC|5.10|mb
666004,EHB,EHB|ISC-Mb,1979,4,1,11,32,32.86,,125.564,5.207,16.5,9.6,52.0,36.0,,5.28,0.628,,1474627|NEIS|4.70|mb,1474628|ISC|5.00|mb
666008,ISC-EHB,ISC-EHB|GCMT-Mw,1979,4,1,13,13,24.71,,123.284,7.297,5.9,3.7,57.0,24.0,1.4,5.3,,,1474637|NEIS|5.40|mb,1474637|NEIS|4.70|MSZ,05177664|GCMT|5.30|MW,1474640|ISC|5.40|mb,1474640|ISC|4.80|MS
666128,ISC-EHB,ISC-EHB|GCMT-Mw,1979,4,4,13,20,2.89,,123.599,19.74,4.5,3.4,66.0,27.0,1.4,5.5,,,1474905|NEIS|5.60|mb,1474905|NEIS|4.80|MSZ,05177666|GCMT|5.50|MW,1474909|ISC|5.50|mb,1474909|ISC|5.00|MS
666198,ISC-EHB,ISC-EHB|ISC-Mb,1979,4,6,8,43,16.82,,123.72,19.701,8.5,6.2,68.0,36.0,1.7,4.74,0.454,,1475061|NEIS|4.50|mb,1475062|ISC|4.50|mb
666215,ISC-EHB,ISC-EHB|ISC-Mb,1979,4,6,20,27,18.7,,126.743,6.573,4.6,3.1,65.0,114.0,2.0,5.82,0.454,,1475098|NEIS|5.40|mb,1475100|ISC|5.50|mb
666293,ISC-EHB,ISC-EHB|ISC-Mb,1979,4,8,14,33,9.11,,125.141,4.634,7.5,5.2,66.0,27.0,,5.39,0.454,,1475257|NEIS|5.20|mb,1475259|ISC|5.10|mb
666329,ISC-EHB,ISC-EHB|ISC-Mb,1979,4,9,6,31,52.42,,122.021,3.599,8.7,4.5,52.0,599.0,5.9,5.39,0.454,,1475341|NEIS|5.10|mb,1475342|ISC|5.10|mb
666373,ISC-EHB,ISC-EHB|GCMT-Mw,1979,4,10,1,42,23.72,,126.958,2.987,4.4,3.0,51.0,40.0,1.6,7.0,,,1475433|NEIS|6.60|mb,1475433|NEIS|6.80|MSZ,05177676|GCMT|7.00|MW,1475437|ISC|6.60|mb,1475437|ISC|6.90|MS
666375,ISC,ISC|ISC-Mb,1979,4,10,3,59,28.12,0.81,127.2906,3.0415,15.83,13.69,66.0,44.0,,5.06,0.384,,1475440|NEIS|4.80|mb,1475441|ISC|4.80|mb
666379,ISC,ISC|ISC-Mb,1979,4,10,6,27,43.5,0.94,127.3094,3.4555,16.11,10.06,82.0,45.0,,5.06,0.317,,1475450|NEIS|4.90|mb,1475451|ISC|4.80|mb
666480,EHB,EHB|ISC-Mb,1979,4,12,11,11,54.47,,126.294,5.848,28.3,10.1,65.0,150.0,,4.63,0.454,,1475665|NEIS|4.50|mb,1475667|ISC|4.40|mb
666486,ISC-EHB,ISC-EHB|GCMT-Mw,1979,4,12,15,37,57.92,,122.554,10.522,6.4,4.2,57.0,23.0,2.3,5.6,,,1475680|NEIS|5.30|mb,1475680|NEIS|5.40|MSZ,05177682|GCMT|5.60|MW,1475682|ISC|5.30|mb,1475682|ISC|5.40|MS
666540,ISC,ISC|ISC-Mb,1979,4,14,4,28,22.1,0.93,126.3788,8.9839,35.34,13.58,102.0,54.0,,5.28,0.335,,1475789|ISC|5.00|mb
666552,ISC,ISC|ISC-Mb,1979,4,14,12,0,40.94,0.86,126.6505,9.1187,21.51,15.18,85.0,54.0,,5.49,0.317,,1475815|NEIS|4.70|mb,1475816|ISC|5.20|mb
666582,ISC,ISC|ISC-Mb,1979,4,15,4,15,36.45,0.74,128.2293,3.1139,20.54,9.597,63.0,100.0,,5.6,0.384,,1475884|NEIS|5.10|mb,1475885|ISC|5.30|mb
666661,ISC-EHB,ISC-EHB|GCMT-Mw,1979,4,15,22,14,53.49,,123.559,5.643,4.0,2.7,54.0,548.0,1.7,6.5,,,1476156|NEIS|5.90|mb,05177692|GCMT|6.50|MW,1476158|ISC|6.00|mb
666694,ISC,ISC|ISC-Mb,1979,4,16,9,52,16.29,0.59,128.9145,2.5328,16.33,12.37,76.0,130.0,,5.06,0.384,,1476251|NEIS|4.70|mb,1476252|ISC|4.80|mb
666713,ISC,ISC|ISC-Mb,1979,4,16,16,7,20.82,0.64,126.8845,2.9274,33.96,10.63,75.0,44.0,,5.06,0.384,,1476321|NEIS|4.70|mb,1476322|ISC|4.80|mb
666819,ISC,ISC|ISC-Mb,1979,4,18,18,15,20.51,3.23,120.0724,1.2113,160.5,30.68,37.0,35.0,,5.39,0.384,,1476627|NEIS|5.10|mb,1476628|ISC|5.10|mb
666841,ISC,ISC|ISC-Mb,1979,4,19,3,48,30.86,0.61,126.8802,3.1399,17.4,13.1,70.0,44.0,,5.28,0.384,,1476692|NEIS|5.00|mb,1476693|ISC|5.00|mb
666907,ISC-EHB,ISC-EHB|ISC-Mb,1979,4,20,10,27,25.0,,121.439,20.128,8.4,6.3,78.0,15.0,,4.74,0.335,,1476851|NEIS|4.60|mb,1476852|ISC|4.50|mb
666919,ISC-EHB,ISC-EHB|ISC-Mb,1979,4,20,14,40,35.82,,127.001,3.219,18.9,10.4,74.0,15.0,,5.06,0.384,,1476881|NEIS|4.80|mb,1476882|ISC|4.80|mb
667117,ISC-EHB,ISC-EHB|ISC-Mb,1979,4,24,13,16,50.54,,126.039,9.909,17.0,6.5,65.0,59.0,12.6,5.28,0.335,,1477383|NEIS|4.70|mb,1477384|ISC|5.00|mb
667299,ISC-EHB,ISC-EHB|ISC-Mb,1979,4,28,9,53,40.51,,126.066,6.58,9.2,5.3,72.0,133.0,3.4,5.39,0.537,,1477816|NEIS|5.10|mb,1477817|ISC|5.10|mb
667303,ISC-EHB,ISC-EHB|GCMT-Mw,1979,4,28,11,39,34.98,,128.28,1.842,6.3,4.2,61.0,98.0,2.6,5.2,,,05177738|GCMT|5.20|MW,1477829|NEIS|5.50|mb,1477831|ISC|5.50|mb
664363,ISC-EHB,ISC-EHB|GCMT-Mw,1979,5,1,0,39,31.84,,125.522,9.34,5.4,3.5,55.0,15.0,1.6,6.2,,,1470843|NEIS|6.00|mb,1470843|NEIS|6.00|MSZ,05177744|GCMT|6.20|MW,1470845|ISC|6.00|mb,1470845|ISC|6.20|MS
664372,ISC,ISC|ISC-Mb,1979,5,1,4,47,23.25,0.62,125.5841,9.3735,20.45,6.404,70.0,23.0,,5.49,0.454,,1470862|NEIS|5.00|mb,1470863|ISC|5.20|mb
664388,ISC-EHB,ISC-EHB|GCMT-Mw,1979,5,1,10,46,59.87,,125.673,9.436,7.2,4.3,59.0,13.0,2.1,5.4,,,1470898|NEIS|5.30|mb,1470898|NEIS|5.10|MSZ,05177746|GCMT|5.40|MW,1470900|ISC|5.40|mb,1470900|ISC|5.00|MS
664423,EHB,EHB|ISC-Mb,1979,5,2,0,53,2.95,,125.671,9.517,26.2,10.7,56.0,37.0,,5.28,0.384,,1470975|NEIS|4.70|mb,1470976|ISC|5.00|mb
664424,ISC-EHB,ISC-EHB|ISC-Mb,1979,5,2,1,46,20.94,,125.66,9.481,12.6,7.1,64.0,15.0,,5.39,0.335,,1470977|NEIS|5.20|mb,1470979|ISC|5.10|mb
664442,ISC-EHB,ISC-EHB|ISC-Ms,1979,5,2,12,44,7.21,,123.3,1.296,7.1,4.8,56.0,30.0,2.1,5.33,0.159,,1471016|NEIS|5.30|mb,1471016|NEIS|4.90|MSZ,1471017|ISC|5.30|mb,1471017|ISC|4.80|MS
664513,ISC,ISC|ISC-Mb,1979,5,3,19,0,12.49,0.54,125.8278,9.5749,17.14,6.1,73.0,10.0,,5.28,0.384,,1471158|NEIS|5.00|mb,1471159|ISC|5.00|mb
664533,ISC,ISC|ISC-Mb,1979,5,4,7,17,29.07,0.71,122.5093,9.1816,14.23,8.855,80.0,28.0,,4.63,0.454,,1471195|NEIS|4.30|mb,1471196|ISC|4.40|mb
664542,ISC,ISC|ISC-Mb,1979,5,4,10,54,11.19,0.81,121.0227,19.0239,25.09,7.262,99.0,39.0,,4.41,0.335,,1471214|NEIS|4.40|mb,1471215|ISC|4.20|mb
664661,EHB,EHB|ISC-Mb,1979,5,6,8,3,38.41,,125.953,9.21,31.6,16.0,70.0,30.0,,4.95,0.384,,1471473|ISC|4.70|mb
664669,EHB,EHB|ISC-Mb,1979,5,6,11,10,54.5,,126.356,6.118,15.6,8.6,64.0,85.0,14.3,4.84,0.628,,1471484|NEIS|4.20|mb,1471485|ISC|4.60|mb
664712,ISC,ISC|ISC-Mb,1979,5,7,6,52,39.18,0.74,121.2157,19.1594,21.27,9.001,93.0,46.0,,4.84,0.454,,1471567|NEIS|4.60|mb,1471568|ISC|4.60|mb
664716,ISC-EHB,ISC-EHB|ISC-Ms,1979,5,7,8,31,39.15,,125.835,23.172,6.5,5.6,133.0,18.0,1.9,5.33,0.159,,1471578|NEIS|5.10|mb,1471578|NEIS|4.70|MSZ,1471581|ISC|5.10|mb,1471581|ISC|4.80|MS
664723,ISC,ISC|ISC-Mb,1979,5,7,14,24,23.15,0.66,127.5633,5.1059,19.26,13.11,66.0,108.0,,4.95,0.628,,1471597|ISC|4.70|mb
664876,ISC-EHB,ISC-EHB|ISC-Mb,1979,5,10,23,9,26.16,,122.513,23.885,7.1,6.0,87.0,27.0,2.4,4.95,0.537,,1471940|NEIS|4.70|mb,1471940|NEIS|4.70|MSZ,1471943|ISC|4.70|mb
664943,ISC-EHB,ISC-EHB|ISC-Mb,1979,5,12,0,3,25.1,,125.47,9.577,15.6,7.7,64.0,15.0,,5.39,0.384,,1472096|NEIS|5.00|mb,1472097|ISC|5.10|mb
664945,ISC-EHB,ISC-EHB|GCMT-Mw,1979,5,12,0,56,57.94,,125.521,11.911,5.7,3.1,65.0,35.0,,5.0,,,1472100|NEIS|5.50|mb,1472100|NEIS|4.60|MSZ,05177772|GCMT|5.00|MW,1472103|ISC|5.50|mb,1472103|ISC|4.70|MS
665175,ISC-EHB,ISC-EHB|ISC-Mb,1979,5,16,17,59,55.0,,126.647,3.651,15.8,8.7,69.0,15.0,,5.6,0.537,,1472657|NEIS|5.30|mb,1472658|ISC|5.30|mb
665557,ISC,ISC|ISC-Mb,1979,5,24,2,18,33.36,0.69,129.0866,2.537,13.53,11.71,43.0,35.0,,5.28,0.537,,1473524|NEIS|5.00|mb,1473525|ISC|5.00|mb
665658,ISC-EHB,ISC-EHB|ISC-Mb,1979,5,25,20,13,57.04,,122.83,13.659,9.7,6.0,53.0,15.0,,5.28,0.335,,1473794|NEIS|4.90|mb,1473796|ISC|5.00|mb
665916,ISC-EHB,ISC-EHB|ISC-Mb,1979,5,30,14,6,46.45,,116.946,6.915,11.8,9.3,52.0,35.0,14.4,4.52,0.384,,1474423|NEIS|4.50|mb,1474424|ISC|4.30|mb
665943,EHB,EHB|ISC-Mb,1979,5,31,0,38,3.31,,120.053,15.103,18.4,13.2,75.0,65.0,12.9,5.17,0.335,,1474491|NEIS|4.80|mb,1474492|ISC|4.90|mb
662677,ISC-EHB,ISC-EHB|ISC-Mb,1979,6,1,14,11,24.46,,126.663,2.379,10.8,5.2,69.0,52.0,5.9,5.28,0.384,,1467085|NEIS|4.90|mb,1467086|ISC|5.00|mb
662682,ISC-EHB,ISC-EHB|ISC-Ms,1979,6,1,17,4,33.27,,122.619,23.696,4.9,4.3,136.0,29.0,2.0,5.08,0.236,,1467098|NEIS|5.00|mb,1467102|ISC|4.80|mb,1467102|ISC|4.40|MS
662706,ISC-EHB,ISC-EHB|ISC-Ms,1979,6,2,0,8,57.61,,121.543,22.451,5.7,4.1,61.0,13.0,1.8,5.39,0.159,,1467160|NEIS|5.10|mb,1467160|NEIS|4.90|MSZ,1467164|ISC|5.10|mb,1467164|ISC|4.90|MS
662823,EHB,EHB|ISC-Mb,1979,6,3,23,20,28.02,,121.62,23.502,12.4,6.3,103.0,52.0,5.0,4.41,0.317,,1467401|NEIS|4.30|mb,1467403|ISC|4.20|mb
662962,ISC,ISC|ISC-Mb,1979,6,6,11,31,25.0,1.17,121.698,23.3591,10.91,5.242,113.0,42.0,11.6,4.3,0.628,,1467689|ISC|4.10|mb
663011,ISC,ISC|ISC-Mb,1979,6,7,7,34,24.31,1.57,127.5652,1.706,28.22,11.12,30.0,128.0,,5.06,0.317,,1467802|NEIS|4.40|mb,1467803|ISC|4.80|mb
663056,ISC,ISC|ISC-Mb,1979,6,8,5,40,42.5,1.02,126.0717,5.9746,28.76,15.9,70.0,127.0,,4.52,0.317,,1467898|NEIS|4.60|mb,1467900|ISC|4.30|mb
663504,ISC-EHB,ISC-EHB|ISC-Mb,1979,6,16,5,46,45.16,,126.833,6.699,7.0,4.7,74.0,222.0,4.3,5.17,0.384,,1468897|NEIS|4.90|mb,1468898|ISC|4.90|mb
663585,ISC-EHB,ISC-EHB|ISC-Mb,1979,6,17,2,39,5.51,,125.565,12.185,18.1,11.1,60.0,20.0,,5.17,0.454,,1469089|NEIS|5.00|mb,1469090|ISC|4.90|mb
663717,ISC-EHB,ISC-EHB|ISC-Mb,1979,6,18,21,17,25.57,,125.563,11.834,11.2,5.9,60.0,70.0,10.3,5.39,0.384,,1469417|NEIS|5.10|mb,1469417|NEIS|4.20|MSZ,1469418|ISC|5.10|mb
664131,ISC,ISC|ISC-Mb,1979,6,26,14,21,42.98,0.75,127.5736,4.9985,15.16,9.104,63.0,108.0,,5.71,0.724,,1470346|ISC|5.40|mb
661289,ISC,ISC|ISC-Mb,1979,7,3,23,14,42.78,0.96,123.5934,14.6222,12.61,6.405,49.0,34.0,,4.63,0.384,,1464060|ISC|4.40|mb
661300,ISC,ISC|ISC-Mb,1979,7,4,3,8,20.45,0.94,126.527,5.9726,30.34,8.108,90.0,71.0,,5.49,0.384,,1464084|ISC|5.20|mb
661409,ISC-EHB,ISC-EHB|ISC-Mb,1979,7,6,10,7,33.25,,126.639,3.605,11.0,6.2,74.0,54.0,6.7,5.28,0.384,,1464319|NEIS|5.10|mb,1464320|ISC|5.00|mb
661410,ISC,ISC|ISC-Mb,1979,7,6,10,12,12.73,0.77,126.0105,12.9626,14.51,8.313,68.0,10.0,,5.28,0.335,,1464321|NEIS|4.80|mb,1464322|ISC|5.00|mb
661446,ISC-EHB,ISC-EHB|GCMT-Mw,1979,7,7,4,1,9.86,,126.184,1.161,5.6,3.5,55.0,55.0,2.5,5.7,,,1464392|NEIS|5.60|mb,05177978|GCMT|5.70|MW,1464395|ISC|5.70|mb,1464395|ISC|4.80|MS
661496,ISC-EHB,ISC-EHB|ISC-Mb,1979,7,8,2,24,10.14,,124.251,7.408,8.4,4.9,63.0,18.0,1.7,5.6,0.335,,1464501|NEIS|5.10|mb,1464501|NEIS|4.90|MSZ,1464504|ISC|5.30|mb
661505,ISC,ISC|ISC-Mb,1979,7,8,8,59,36.76,0.56,120.865,18.664,15.7,5.958,84.0,10.0,,5.17,0.335,,1464528|NEIS|4.70|mb,1464529|ISC|4.90|mb
661554,ISC,ISC|ISC-Mb,1979,7,9,15,38,37.14,0.98,122.4099,16.5053,13.85,11.26,97.0,29.0,,4.95,0.384,,1464625|NEIS|4.50|mb,1464626|ISC|4.70|mb
661564,EHB,EHB|ISC-Mb,1979,7,9,20,48,10.6,,125.904,9.908,17.1,7.8,54.0,129.0,11.3,5.17,0.317,,1464649|NEIS|4.70|mb,1464650|ISC|4.90|mb
661576,ISC-EHB,ISC-EHB|ISC-Ms,1979,7,10,6,4,11.61,,121.228,19.204,8.6,5.3,73.0,28.0,2.0,5.2,0.192,,1464671|NEIS|4.80|mb,1464671|NEIS|4.50|MSZ,1464672|ISC|4.90|mb,1464672|ISC|4.60|MS
661593,ISC-EHB,ISC-EHB|ISC-Mb,1979,7,10,11,34,42.8,,125.685,2.957,9.7,5.6,47.0,121.0,9.1,5.39,0.454,,1464705|NEIS|5.00|mb,1464706|ISC|5.10|mb
661610,ISC,ISC|ISC-Mb,1979,7,10,21,45,47.41,0.74,126.5553,9.9011,19.02,8.166,75.0,42.0,,5.06,0.335,,1464740|NEIS|4.50|mb,1464742|ISC|4.80|mb
661922,ISC,ISC|ISC-Mb,1979,7,18,0,5,59.24,0.82,125.7283,5.9152,25.21,14.95,55.0,127.0,,4.95,0.822,,1465429|NEIS|4.70|mb,1465430|ISC|4.70|mb
662006,ISC,ISC|ISC-Mb,1979,7,19,12,35,47.51,0.69,120.7349,18.5071,19.48,11.23,90.0,41.0,,4.74,0.454,,1465631|NEIS|4.40|mb,1465632|ISC|4.50|mb
662069,ISC-EHB,ISC-EHB|ISC-Ms,1979,7,20,15,12,31.46,,121.633,23.217,3.8,3.2,95.0,33.0,1.6,5.26,0.159,,1465767|NEIS|5.10|mb,1465767|NEIS|4.70|MSZ,1465771|ISC|5.30|mb,1465771|ISC|4.70|MS
662107,ISC,ISC|ISC-Mb,1979,7,21,9,28,5.71,0.58,120.7698,13.4607,9.139,6.596,100.0,10.0,,4.95,0.384,,1465866|NEIS|4.70|mb,1465868|ISC|4.70|mb
662126,EHB,EHB|ISC-Mb,1979,7,21,20,15,14.71,,125.718,4.428,13.8,7.0,49.0,185.0,12.9,5.49,0.384,,1465907|NEIS|4.90|mb,1465908|ISC|5.20|mb
